SUBJ_COU_NBR
SOWK 435
GEOG 674
CDIS 676
CHEM 200
ENGR 463
FINA 497
AVIA 253
ENG 435
ENG 448
ENG 407
CW 447W
URBS 402
URBS 437
URBS 401
PHYS 640
PHYS 607
PHYS 517
PHYS 573
PHYS 692
PHYS 561
PHYS 696
PHYS 694
GWS 455
FCS 482
MUSC 426
MUSP 179
MRKT 496
HP 106
ENGR 478
HP 488
PSYC 497
AVIA 364
AVIA 450
AVIA 451
MSL 403
AVIA 455
ANTH 480
GEOG 445
AE 334
MFE 341
PHYS 473
PHYS 336
PHYS 493
THEA 451
THEA 300
THEA 448
CIS 342
MET 275
ART 410
PSYC 496
SOC 480
BLAW 452
GEOL 460
MUSP 183
MUSC 117
MUSP 383
MUSP 321
AIS 112
FINA 466
SPAN 642
SPAN 690
ETHN 520
ETHN 677
ETHN 510
ETHN 695
ETHN 697
ETHN 699
CJ 545
URBS 689
BIOL 523
ANTH 520
ANTH 699
BIOL 481
BIOL 420
ART 460
ART 417
ART 470
ART 469
NURS 640
NURS 722
NURS 663
NURS 552
NURS 556
NURS 641
ENG 561
FREN 681
FREN 682
WLC 560
FREN 680
FREN 699
CJ 451
CMST 570
MASS 633
MUSP 171
ADT 640
ADT 615
ADT 620
ADT 645
ADT 650
ADT 656
ADT 655
ADT 660
ADT 661
HLTH 450
DANC 125
MFE 386
MFE 375
MFE 426
MFE 425
MFE 347
MFE 423
MFE 427
MFE 428
MFE 455
AOS 380
HP 316
THEA 276
DANC 499
BIOL 443W
BLAW 471
HLTH 466
CIS 485
CIS 465
CIS 483
ENGR 475
ENGR 402
ENGR 412W
ENG 426
HIST 392
HIST 390
DANC 326
FCS 484
KSP 440
ENG 482
ENG 498
CW 430
HIST 232
BIOL 478
FCS 496
FCS 497
CIS 499
MSL 201
ART 345
EET 143
EET 221
EET 222
EET 341
HIST 532
HIST 568
AVIA 370
ART 375
ART 378
ART 475
HUM 350
ART 265W
IDST 497
HUM 499
MUSE 497
KSP 630
AET 262
AET 280
AVIA 333
GEOG 497
PHYS 280
HONR 499
THEA 444
CDIS 404
NPL 488
POL 455
POL 312
CJ 499
CJ 432
AST 125
SOWK 430
SOWK 450
SOWK 455
ENG 430
ENG 499
ENG 470
CDIS 438
CHEM 131
BIOL 433
AET 334
MET 323
MET 341
MET 425
MET 386
MET 324
MET 347
MET 423
MET 455
EE 303
EE 342
EE 304
EE 332
BIOL 413
COMM 325W
HIST 441
HIST 408
NURS 501
NURS 625
RPLS 282
HP 415
ECON 403
COMM 498
FCS 331
ACCT 497
STAT 644
MUSP 339
SOC 466
RPLS 465
RPLS 466
HP 171
CMST 640
CMST 605
COMM 540
COMM 530
COMM 694
GER 343
HONR 455
POL 475
POL 430
MUSP 182
MUSP 382
ART 444
MRKT 416
BIOL 473
ENG 344
THEA 245
THEA 474
THEA 499
NURS 301
SPAN 355
CS 440
CS 306
FREN 322
FREN 420
BIOL 441
COMM 198
CDIS 447
CDIS 491
CDIS 403
CDIS 308
CDIS 402
HONR 475
CDIS 495
FCS 478
IPO 104
IPO 105
IPO 102
IPO 103
NURS 366
NURS 363
NURS 364
NURS 365
MUSC 209
COMM 430
CHEM 479
CMST 512
COMM 434W
ENG 341
GERO 497
MRKT 498
PHIL 323W
COMM 484
NPL 486
ENG 474W
NPL 460
MRKT 428
BIOL 412
ANTH 245
IBUS 428
ENG 340
ENG 402W
ENG 436W
GER 201
CMST 220
HLTH 480
HLTH 482W
HIST 403
FINA 459
MFE 323
DANC 332
BIOL 415
BIOL 434
MRKT 497
ANTH 491
ENG 688
MET 375
MET 448
MET 488W
MET 489W
HP 475
PHIL 420
MRKT 398
THEA 108
ELE 446
ELE 456
ELE 470
ELE 436
ETHN 470
HLTH 630
HLTH 664
HLTH 565
HLTH 699
HLTH 606
HLTH 566
HLTH 667
HLTH 694
THEA 464
THEA 460
THEA 306
THEA 305
MUSC 240
MUSP 386
SPAN 633
SPAN 677
EE 550
EE 583
EE 597
EE 573
SPED 694
DANC 684
DANC 590
DANC 580
DANC 621
DANC 528
DANC 599
DANC 620
DANC 624
ART 550
DANC 632
ART 650
DANC 625
DANC 699
ART 677
PSYC 420
PSYC 423
HP 429
HP 460
ENG 525
RPLS 278
ANTH 102
MUSP 173
DANC 429
URBS 603
URBS 697
URBS 602
URBS 661
URBS 571
URBS 668
CDIS 420
NURS 436
NURS 433
NURS 434
NURS 435
NURS 466
NURS 465
NURS 464
NURS 463
BLAW 477
CONS 105
CHEM 317
SPED 406
SPED 422
SPED 458
SPED 459
HIST 435
CIS 460
AST 115
RPLS 260
ME 428
ME 436W
ME 420
ME 463
ME 438W
ME 464
ME 466W
MSL 277
HP 183
MASS 260
ART 494
ART 405
ART 436
THEA 337
HIST 401
HIST 432
ANTH 516
SOC 602
EDLD 697
EDLD 799
ECON 305
COMM 554
STAT 459
STAT 492
AVIA 443
PHIL 410
MASS 233
FILM 412
MUSP 325
BIOL 573
FCS 347
GEOG 438
POL 428
ECON 412
CMST 445
EE 344
EE 334
EE 343
EE 333
CIS 514
AVIA 458
CSP 653
RPLS 274
CM 398
MUSP 133
PSYC 676
PSYC 613
PSYC 780
PSYC 682
PSYC 533
PSYC 514
PSYC 775
PSYC 740
PSYC 770
GEOG 481
URBS 531
URBS 512
NPL 560
GEOG 672
AET 465
AET 364
AET 366
AET 387
KSP 646
ENG 644
CW 699
CW 638
CW 672
HIST 552
HIST 604
HIST 677
HIST 514
HIST 699
MUSC 425
DHYG 333
DHYG 461
DHYG 428
DHYG 425W
DHYG 422
DHYG 421
DHYG 438
DHYG 431
DHYG 432
DHYG 435
DHYG 437
DHYG 439
DHYG 462
POL 461
ME 516
ME 550
ME 520
ME 539
EE 601
EE 622
ME 699
MATH 525
THEA 630
THEA 613
THEA 638
THEA 545
THEA 635
THEA 601
THEA 699
POL 447
ECON 450
ECON 498
CMST 600
CMST 602
CMST 603
CMST 509
CMST 535
CMST 677
COMM 630
COMM 651
ENG 672
ENG 699
AIS 210W
ANTH 521
ANTH 522
ANTH 580
SOC 360
MASS 175
PSYC 590
PSYC 760
BIOL 442
BIOL 451
SPED 667
HP 158
SOWK 499
SOWK 495
ETHN 299
CMST 545
ENG 461
THEA 564
THEA 687
SOC 461
SOC 402
CMST 412
CIS 442
COMM 215
PSYC 761
ETHN 330
MGMT 497
CS 485
EE 482
CMST 215
MUSP 163
AST 493
AST 215
AST 225
AST 351
AST 201
CW 698
HLTH 410W
HP 307
ELE 210
BIOL 280
GEOG 478
GEOG 471
GEOG 476
GEOG 491
FILM 572
HLTH 495
MUSC 455
GERO 587
GERO 600
GERO 580
HLTH 555
GERO 697
GERO 699
GEOG 583
CMST 620
COMM 518
ART 510
ART 610
MUSP 152
MUSC 335
MUSC 421
MUSC 499
CIVE 497
KSP 464
KSP 477
CJ 604
CJ 601
FCS 402
HIST 414
ME 439
ME 450
EE 395
EE 390
ENG 342
ENG 447W
MASS 280
BIOL 430
THEA 335
THEA 411
THEA 416
THEA 213
MASS 412
MASS 312
MASS 330W
MASS 417
FILM 402
FILM 416
FILM 334W
ENG 537
ENG 610
ENG 603
ANTH 415
ANTH 499
ANTH 475
PHIL 476
PHIL 336W
ANTH 591
ENVR 460
GEOG 482
CIS 496
MUSC 301W
CSP 622
CSP 685
CSP 686
NURS 610
NURS 642
NURS 643
NURS 743
NURS 675
NURS 671
AE 364
URBS 230
HIST 481W
CORR 310
CORR 468
ME 497
SPAN 401
PHYS 381
PSYC 499
CMST 418
BIOL 399
POL 415
MATH 316
MATH 332
MATH 345
MATH 375
MATH 483
MSL 299
KSP 694
HLTH 500
HLTH 510
HLTH 550
GEOG 499
ANTH 323
PSYC 442
CIS 444
SOC 497
HONR 255
ANTH 416
GEOL 450
GEOL 430
SE 303
SE 495
SE 304
SE 301
SE 300
SE 404
RPLS 277
MUSP 308
MUSC 325
THEA 303
GER 499
POL 441
IPO 107
IPO 108
IPO 109
IPO 110
IPO 106
GEOG 315
RPLS 447W
RPLS 489
RPLS 440
RPLS 445
BIOL 414
ENVR 499
MATH 127
MGMT 498
CJ 421W
MUSC 329
MUSC 427
MUSP 371
MUSC 482
GER 202
ETHN 460
ETHN 295
DHYG 447
STAT 455
MATH 492W
FILM 499
STAT 458
STAT 456
MUSP 164
MUSP 172
AIS 113
AIS 460
AIS 497
THEA 104
CMST 470
THEA 109
THEA 103
CM 499
ENGR 300
ART 485
ME 297
MASS 320
COMM 334
SE 311W
SE 402
SE 391
MET 677
CJ 443
MUSE 200W
MATH 484
MATH 485
FCS 252
ANTH 493
GWS 225W
MATH 425
CMST 621
CMST 613
CMST 517
MATH 470
MATH 422
CIS 398
MATH 542
MATH 511
MATH 628
MATH 677
HLTH 491
AGBZ 370
SOC 485
CONS 101
CJ 498
POL 471
FREN 452
GEOL 302
SPAN 499
MGMT 404
ACCT 398
FREN 305
MUSP 303
SOC 404
SPAN 405
EE 470
EE 450
EE 489
MUSC 411
MUSP 498
CMST 633
CMST 606
MUSP 378
FCS 420
FCS 350
ART 419
MUSC 567
ENG 676
ENG 556
AET 468
AET 488W
AET 489W
AET 436
MATH 499
MATH 498
EXED 644
MUSP 384
KSP 476
SPED 648
THEA 497
EE 467W
EE 486
EE 475
EE 484
EE 477W
EE 488
RPLS 477
CHEM 497
ENG 675
MET 698
EE 474
PHIL 499
PHIL 337
PHIL 460
PHIL 481
PHIL 322W
HLTH 496
CSP 748
CSP 769
CSP 790
EEC 240
HIST 180W
FCS 260
CJ 426
CMST 432
CMST 340
ETHN 405
SOC 697
SOC 696
SOC 699
FILM 493
CS 410
FREN 214
AE 366
HUM 498
MUSC 128
MUSC 452
RPLS 497
MFE 424
MFE 324
BLAW 497
BLAW 499
CJ 456
SOWK 490
EE 480
EE 481
EE 485
MRKT 480
CMST 335
MASS 411
CMST 301
PSYC 536
PSYC 776
PSYC 737
PSYC 799
AE 387
EE 586
MASS 677
POL 526
POL 573
URBS 600
POL 571
GWS 498
BIOL 411
GWS 120W
GER 442
CJ 324
LAWE 331
CMST 611
CMST 650
CMST 697
HP 173
CS 499
CS 498W
CMST 310
MFE 407
ANTH 518
ANTH 694
ART 519
ART 570
ART 699
ART 670
ART 601
HIST 452
RPLS 485
CONS 205
CONS 206
CONS 207
CONS 208
MUSC 431
MUSC 456
COMM 497
CJ 429
CMST 225
GEOL 495
CMST 240
CMST 306
CMST 421
FREN 402
FREN 366
FREN 218
FREN 318
CHEM 407
MGMT 486
HIST 581
HIST 555
ETHN 570
ETHN 505
IBUS 485
LAWE 310
CORR 472
LAWE 311
ME 418
MUSP 301
MUSC 353
MUSC 465
MUSP 316
MUSC 466
CMST 320
MATH 455
RPLS 375
RPLS 473
RPLS 495
EE 473
GERO 480
ART 426
RPLS 365
CIS 542
BIOL 432
FCS 574
CMST 415
CMST 409
CW 499
CDIS 291
FILM 275
DHYG 499
ME 499
MUSC 485
ART 462
ART 497
MASS 198
AIS 220W
BIOL 435
CORR 225
CORR 449
CJ 496
CORR 355
POL 313
GWS 260
BIOL 305
FCS 446
BIOL 175
EE 472
MEDT 413
MEDT 414
EET 497
PSYC 443
THEA 445
ED 590
MEDT 411
MEDT 499
MEDT 410
MEDT 412
MEDT 415
SPAN 492
ANTH 250W
BIOL 443
MUSC 255
MASS 498
SOC 472
SOC 469
ANTH 269
ANTH 486
ANTH 422
GER 341
EE 490
GEOG 528
HLTH 371
AGBZ 496
MASS 334
CMST 370
ECON 462
ECON 485W
SOC 200
POL 444
GEOL 499
SOC 430
MUSC 320W
MUSP 326
FCS 492
HLTH 441
CMST 333
CMST 485W
MUSP 355
POL 445
ANTH 421W
MBA 698
PHIL 474
HP 471
HP 356
HP 545
HP 493
HLTH 370
HP 696
ENG 425
ECON 463
BIOL 425
IPO 113
IPO 114
IPO 112
IPO 111
MUSP 655
MUSP 601
MUSC 566
BIOL 498
PSYC 795
POL 473
GEOG 484
AET 497
MATH 605
MATH 699
CIVE 458
SCAN 490
SCAN 499
MUSP 150
MUSP 399
MUSP 333
FCS 442
FCS 444
FCS 448
FCS 342
PSYC 677
CMST 498
SPAN 356
WLC 463
WLC 462
ENG 670
CS 403
CSP 765
CSP 773
CSP 780
CSP 730
CSP 779
CSP 786
CSP 794
THEA 465
ENG 320
MUSC 498
ART 463
ANTH 585
ANTH 485
ANTH 515
GEOG 509
GEOG 609
THEA 461
MASS 351
CIS 462
HLTH 315
GEOG 409
HLTH 400
EET 461
EE 478
ENVR 450
HIST 503
CIVE 491
EE 572
ART 480
ART 564
ME 491
HONR 401
PSYC 543
PHYS 417
BIOL 487
BIOL 488
MPA 616
MPA 602
URBS 650
MPA 612
IBUS 419
IBUS 490
ETHN 220W
ACCT 499
POL 426
EDLD 637
CW 498
HP 348
ETHN 410
ETHN 420
ETHN 497
EET 340
MASS 434W
ENG 489
SPAN 403W
SOWK 427
ENG 328
BIOL 408
BIOL 406
EDLD 677
ELE 310
ELE 494
ELE 428
CMST 410
MASS 360
MASS 325W
MASS 499
CDIS 477
PSYC 476
ANTH 418
MASS 353
COMM 544
HP 456
GEOG 475
GEOG 576
SOC 479
POL 520
ENGR 476
BIOL 439
CSP 775
CSP 776
MASS 465
CIS 484
BLAW 474
LAWE 336
MATH 411
STAT 650
ME 416
CIS 692
URBS 412
LAWE 438
SCAN 492
SOC 585
HLTH 551
ART 685
ART 594
ART 680
ART 675
CHEM 499
SOC 569
SOC 590
SOC 601
COMM 553
SOC 495W
PHYS 677
CMST 499
MRKT 415
MGMT 385
SOC 694
DHYG 440
PSYC 509
PSYC 680
HP 463
EE 483
WLC 461
WLC 460
LAWE 420W
GEOL 360
SOC 525
EET 452
EET 355
GERO 677
GERO 694
HP 651
ME 483
EEC 473
MET 692
ART 540
ART 640
ART 585
HIST 368
ART 521
ART 524
ART 526
GEOG 694
MET 697
BIOL 301
MSL 499
URBS 654
PHIL 455
MET 465
HLTH 567
HLTH 577
SOWK 519
SOWK 677
KSP 673
MASS 436W
ELE 546
GER 441
LAWE 343W
GEOG 584
URBS 699
MUSP 315
CSP 777
PHIL 440
SOC 483
SOC 579
SOC 561
MUSC 331
MUSP 174
AST 695
AST 677
PHYS 670
PHYS 699
AST 595
HIST 531
CMST 330
COMM 551
EDLD 635
CHEM 561
CHEM 567
AIS 630
SPAN 605
ART 580
COMM 620
THEA 541
THEA 604
THEA 605
THEA 544
THEA 651
THEA 697
HLTH 696
CMST 503
NPL 697
